group,income,weight
50〜59歳,1086.2,1.1207
50〜59歳,1076.4,1.1587
50〜59歳,287.0,1.0675
50〜59歳,1404.0,0.9602
50〜59歳,300.2,0.853
50〜59歳,1218.9,0.8503
50〜59歳,1280.1,1.0127
50〜59歳,404.0,1.0002
50〜59歳,575.5,1.1182
50〜59歳,400.9,1.0281
50〜59歳,637.2,0.7696
50〜59歳,2151.7,1.0762
50〜59歳,1068.7,0.8302
50〜59歳,2669.6,0.9039
50〜59歳,664.4,0.8783
50〜59歳,1472.2,0.98
50〜59歳,639.1,1.3232
50〜59歳,296.9,1.0228
50〜59歳,468.6,0.928
50〜59歳,1176.8,1.0141
50〜59歳,1650.6,1.0565
50〜59歳,375.0,0.9115
50〜59歳,523.6,1.1654
50〜59歳,702.8,0.9776
50〜59歳,824.3,1.0097
50〜59歳,467.7,1.0299
50〜59歳,556.9,1.0507
50〜59歳,707.2,0.8759
50〜59歳,777.8,0.7759
50〜59歳,946.6,0.883
50〜59歳,531.9,1.1895
50〜59歳,815.8,0.9198
50〜59歳,888.3,1.0006
50〜59歳,625.6,1.0054
50〜59歳,827.9,1.044
50〜59歳,404.1,0.7997
50〜59歳,676.9,1.0564
50〜59歳,1484.0,0.9936
50〜59歳,1029.7,0.6375
50〜59歳,804.4,0.9739
50〜59歳,827.2,0.9985
50〜59歳,1541.5,1.0983
50〜59歳,859.9,0.8215
50〜59歳,393.1,1.0316
50〜59歳,1663.6,1.0931
50〜59歳,700.3,0.7366
50〜59歳,639.4,0.9884
50〜59歳,666.4,0.8895
50〜59歳,267.8,0.9402
50〜59歳,719.5,0.8995
50〜59歳,747.8,0.8915
50〜59歳,535.6,0.9917
50〜59歳,1198.8,1.0933
50〜59歳,1469.8,0.8943
50〜59歳,1386.7,0.7429
50〜59歳,1793.5,1.0055
50〜59歳,509.2,1.03
50〜59歳,1149.1,0.8687
50〜59歳,502.7,0.8323
50〜59歳,1179.6,1.0315
50〜59歳,454.1,0.8197
50〜59歳,1376.0,0.8195
50〜59歳,417.5,0.9541
50〜59歳,774.3,0.8689
50〜59歳,889.7,0.8121
60〜69歳,397.5,0.9793
60〜69歳,744.4,1.0596
60〜69歳,1097.3,0.9316
60〜69歳,315.8,1.0313
60〜69歳,530.5,1.0242
60〜69歳,1101.6,0.9516
60〜69歳,782.7,1.0582
60〜69歳,747.2,0.9083
60〜69歳,1129.5,1.0782
60〜69歳,652.2,1.0476
60〜69歳,635.3,1.0788
60〜69歳,531.1,1.082
60〜69歳,914.3,1.1251
60〜69歳,597.0,0.9865
60〜69歳,654.3,0.8394
60〜69歳,565.3,1.0574
60〜69歳,601.9,1.0521
60〜69歳,1291.8,0.8686
60〜69歳,563.2,1.1178
60〜69歳,851.1,0.8982
60〜69歳,287.4,0.9277
60〜69歳,631.2,1.0001
60〜69歳,1371.8,0.9138
60〜69歳,449.8,1.1097
60〜69歳,318.2,1.0409
60〜69歳,354.3,0.8669
60〜69歳,278.5,0.9049
60〜69歳,389.6,1.1176
60〜69歳,338.7,1.0376
60〜69歳,713.1,1.1175
60〜69歳,705.0,0.9612
60〜69歳,359.5,1.0294
60〜69歳,245.5,1.1708
60〜69歳,329.4,1.1863
60〜69歳,453.6,0.9162
60〜69歳,326.6,1.2525
60〜69歳,489.7,1.1131
60〜69歳,1001.6,1.0327
60〜69歳,394.4,0.9947
60〜69歳,495.3,0.9771
60〜69歳,523.6,0.9862
60〜69歳,808.7,1.0436
60〜69歳,147.4,0.9907
60〜69歳,363.3,0.9303
60〜69歳,569.6,1.0444
60〜69歳,981.3,0.9029
60〜69歳,386.9,1.0651
60〜69歳,180.7,0.9888
60〜69歳,357.6,1.1585
60〜69歳,263.6,1.1584
60〜69歳,359.7,1.0645
60〜69歳,458.2,1.0809
60〜69歳,363.6,0.9748
60〜69歳,150.8,1.1149
60〜69歳,830.6,1.1307
60〜69歳,1022.5,0.8006
60〜69歳,725.7,1.073
60〜69歳,271.3,1.2115
60〜69歳,453.9,0.9701
60〜69歳,505.3,0.9396
60〜69歳,732.4,0.8093
60〜69歳,413.6,1.235
60〜69歳,438.7,0.9497
60〜69歳,511.5,0.9904
60〜69歳,609.8,1.2089
60〜69歳,603.5,1.1527
60〜69歳,656.5,1.0011
60〜69歳,217.9,1.0556
60〜69歳,768.9,0.9679
60〜69歳,710.3,0.6219
60〜69歳,289.9,1.0229
60〜69歳,443.4,1.0628
60〜69歳,496.3,0.7942
60〜69歳,471.0,1.0899
60〜69歳,609.4,0.9807
60〜69歳,1114.4,1.0673
60〜69歳,919.4,0.9849
60〜69歳,758.5,0.9516
60〜69歳,246.4,1.1951
60〜69歳,1053.3,1.1603
60〜69歳,627.4,1.1719
60〜69歳,924.1,0.8633
60〜69歳,1533.9,0.9165
60〜69歳,890.5,1.0832
60〜69歳,581.7,0.9688
60〜69歳,901.1,0.9866
60〜69歳,549.2,1.2001
60〜69歳,513.9,0.9765
60〜69歳,418.0,0.8843
60〜69歳,1198.3,0.9033
60〜69歳,926.9,1.0464
60〜69歳,323.3,1.3255
60〜69歳,714.0,1.0517
60〜69歳,423.1,1.0076
60〜69歳,429.5,0.9893
60〜69歳,736.8,0.9831
60〜69歳,833.0,0.9584
60〜69歳,307.8,1.097
60〜69歳,1169.6,1.0306
60〜69歳,671.6,0.7946
60〜69歳,893.9,1.1645
60〜69歳,1834.5,1.2084
60〜69歳,811.4,1.1232
60〜69歳,278.2,0.8672
60〜69歳,827.5,0.9308
60〜69歳,557.4,0.7599
60〜69歳,687.5,1.2434
60〜69歳,265.7,0.9701
60〜69歳,310.0,1.3467
60〜69歳,704.3,1.2937
60〜69歳,301.0,0.8935
60〜69歳,654.3,0.9208
60〜69歳,239.1,1.0853
60〜69歳,257.5,0.9586
60〜69歳,687.2,0.9447
60〜69歳,715.4,1.2792
60〜69歳,345.7,1.0425
60〜69歳,698.5,0.9801
60〜69歳,585.2,0.9316
60〜69歳,377.1,1.1452
60〜69歳,291.2,0.9505
60〜69歳,172.3,1.013
60〜69歳,1724.4,0.9305
60〜69歳,214.5,0.8075
60〜69歳,534.4,0.8806
60〜69歳,234.1,1.0954
60〜69歳,994.0,0.8923
60〜69歳,808.6,0.7744
60〜69歳,628.2,0.9625
60〜69歳,514.3,0.9805
60〜69歳,176.4,0.8495
60〜69歳,503.3,1.1115
60〜69歳,347.0,0.9672
60〜69歳,386.7,1.3036
60〜69歳,1121.9,0.9594
60〜69歳,254.1,1.064
60〜69歳,793.2,0.8204
60〜69歳,435.0,1.1338
60〜69歳,434.8,0.9112
60〜69歳,783.3,1.1171
60〜69歳,611.4,0.96
60〜69歳,694.1,0.7334
60〜69歳,494.6,1.3033
60〜69歳,863.8,1.0384
60〜69歳,362.2,1.1434
60〜69歳,279.2,1.2378
60〜69歳,322.1,1.2877
60〜69歳,2567.8,1.141
60〜69歳,1005.6,1.059
60〜69歳,241.2,0.8202
60〜69歳,1403.7,1.0483
60〜69歳,661.0,1.0501
60〜69歳,685.3,0.9922
60〜69歳,685.9,1.1086
60〜69歳,440.8,1.1771
60〜69歳,473.3,0.9054
60〜69歳,607.4,0.9032
60〜69歳,1550.9,1.0321
60〜69歳,531.7,1.0005
60〜69歳,409.9,0.8979
60〜69歳,374.9,1.0436
60〜69歳,492.5,1.0017
60〜69歳,2404.4,1.2345
60〜69歳,578.5,0.9773
60〜69歳,667.6,1.1234
60〜69歳,657.5,1.0927
60〜69歳,528.8,1.248
60〜69歳,763.0,1.3671
60〜69歳,661.2,1.3374
60〜69歳,256.7,1.2292
60〜69歳,818.0,1.0939
60〜69歳,826.2,1.2089
60〜69歳,333.3,1.2526
60〜69歳,517.8,0.9994
60〜69歳,813.7,1.2246
60〜69歳,738.5,0.9454
60〜69歳,915.0,0.8973
60〜69歳,1861.1,0.8265
60〜69歳,329.1,1.055
60〜69歳,237.3,0.88
60〜69歳,599.4,0.9103
60〜69歳,754.2,1.1182
60〜69歳,446.7,1.0454
60〜69歳,1127.9,1.0801
60〜69歳,242.9,1.2111
60〜69歳,742.4,1.141
60〜69歳,363.4,1.2326
60〜69歳,1305.6,1.0312
60〜69歳,332.7,1.0704
60〜69歳,452.0,0.9126
60〜69歳,149.6,0.9339
60〜69歳,1517.3,1.2457
60〜69歳,317.5,0.8805
60〜69歳,628.3,0.9086
60〜69歳,314.6,0.9416
60〜69歳,680.5,0.9291
60〜69歳,119.0,0.9715
60〜69歳,508.1,1.175
60〜69歳,607.3,1.004
60〜69歳,843.1,1.1375
60〜69歳,290.4,0.8844
60〜69歳,1517.3,0.9663
60〜69歳,304.8,1.1536
60〜69歳,583.6,0.9072
60〜69歳,309.9,1.1617
60〜69歳,405.2,0.932
60〜69歳,1419.2,1.1215
60〜69歳,725.5,1.2538
60〜69歳,445.7,1.0403
60〜69歳,517.9,1.1063
60〜69歳,228.6,1.0517
60〜69歳,430.1,1.0557
60〜69歳,493.3,1.0121
60〜69歳,2143.6,0.8377
60〜69歳,275.1,1.0688
60〜69歳,1134.7,0.9175
60〜69歳,877.5,1.1286
60〜69歳,591.8,1.2121
60〜69歳,1334.1,0.7672
60〜69歳,446.9,0.7902
60〜69歳,622.3,1.2123
60〜69歳,813.2,0.959
60〜69歳,180.3,1.057
60〜69歳,293.3,0.975
60〜69歳,1599.5,0.9298
60〜69歳,558.4,0.8475
60〜69歳,2619.4,1.1892
60〜69歳,212.0,0.7407
60〜69歳,620.7,1.2584
60〜69歳,426.8,0.8666
60〜69歳,842.0,1.0965
60〜69歳,661.3,1.1423
60〜69歳,639.0,0.8111
60〜69歳,708.1,1.0425
60〜69歳,272.3,1.1148
60〜69歳,658.1,0.9857
60〜69歳,304.7,0.9416
60〜69歳,688.4,0.7369
60〜69歳,306.0,1.0859
60〜69歳,1366.2,1.2927
60〜69歳,1571.7,1.3747
60〜69歳,431.2,0.9061
60〜69歳,889.4,1.1518
60〜69歳,237.7,0.9303
60〜69歳,643.5,0.9504
60〜69歳,1926.5,0.9896
60〜69歳,371.7,0.8776
60〜69歳,450.1,1.0522
60〜69歳,428.0,0.8256
60〜69歳,343.3,0.9051
60〜69歳,522.7,0.96
60〜69歳,255.6,1.1434
60〜69歳,840.5,0.927
60〜69歳,867.4,0.749
60〜69歳,253.8,1.0227
70歳以上,235.4,1.3626
70歳以上,688.8,1.1197
70歳以上,540.7,1.0435
70歳以上,788.5,1.0953
70歳以上,302.1,0.9351
70歳以上,479.2,0.9958
70歳以上,796.9,1.0107
70歳以上,445.5,1.1375
70歳以上,230.7,0.9196
70歳以上,234.0,1.132
70歳以上,357.3,0.8895
70歳以上,953.9,0.9143
70歳以上,575.3,0.9914
70歳以上,669.6,1.0924
70歳以上,146.0,1.1673
70歳以上,842.8,0.9649
70歳以上,454.5,1.1094
70歳以上,237.5,0.9266
70歳以上,404.4,0.9464
70歳以上,709.2,0.8899
70歳以上,131.6,1.0403
70歳以上,328.5,0.8648
70歳以上,470.9,1.3141
70歳以上,359.6,1.2223
70歳以上,477.6,1.0829
70歳以上,658.2,1.3403
70歳以上,235.5,0.9184
70歳以上,622.2,0.9878
70歳以上,197.3,0.9237
70歳以上,206.3,1.1679
70歳以上,1729.7,0.678
70歳以上,748.0,1.2479
70歳以上,239.9,0.8167
70歳以上,356.5,0.9196
70歳以上,314.0,1.0238
70歳以上,594.2,1.0608
70歳以上,290.0,1.2449
70歳以上,317.0,1.3508
70歳以上,410.0,1.0418
70歳以上,431.4,1.085
70歳以上,526.2,1.2849
70歳以上,349.9,0.971
70歳以上,262.8,1.4228
70歳以上,293.3,1.2768
70歳以上,229.0,0.9767
70歳以上,228.0,0.9983
70歳以上,1059.2,1.2253
70歳以上,776.8,1.342
70歳以上,273.2,0.8119
70歳以上,605.2,0.858
70歳以上,547.8,0.8925
70歳以上,907.9,0.9894
70歳以上,349.3,1.0782
70歳以上,115.1,0.95
70歳以上,2933.9,1.1333
70歳以上,362.2,0.7874
70歳以上,116.8,1.0771
70歳以上,327.7,1.0258
70歳以上,229.8,1.2456
70歳以上,90.2,0.7804
70歳以上,283.1,0.9614
70歳以上,194.1,0.8414
70歳以上,900.4,1.1224
70歳以上,415.8,0.9378
70歳以上,789.5,0.8885
70歳以上,120.8,1.2654
70歳以上,511.6,0.9854
70歳以上,196.8,0.9869
70歳以上,1721.8,0.8242
70歳以上,574.4,0.9787
70歳以上,430.9,1.1319
70歳以上,113.5,1.1247
70歳以上,143.4,1.063
70歳以上,253.9,1.1913
70歳以上,467.0,1.1542
70歳以上,1919.8,0.9954
70歳以上,430.8,1.5146
70歳以上,193.6,1.3581
70歳以上,442.6,1.1019
70歳以上,1155.5,1.2606
70歳以上,200.9,0.9347
70歳以上,222.0,1.1993
70歳以上,287.8,1.0416
70歳以上,339.8,1.1651
70歳以上,543.8,1.0718
70歳以上,205.1,0.889
70歳以上,286.1,1.0325
70歳以上,388.3,0.9835
70歳以上,212.9,0.831
70歳以上,482.4,0.9712
70歳以上,401.8,1.0028
70歳以上,556.9,0.976
70歳以上,808.9,1.0357
70歳以上,114.9,1.3187
70歳以上,206.3,0.558
70歳以上,85.9,0.9763
70歳以上,469.1,1.0617
70歳以上,761.1,1.1335
70歳以上,142.6,1.2217
70歳以上,206.1,1.0542
70歳以上,202.1,0.9301
70歳以上,515.1,1.2139
70歳以上,202.8,0.7794
70歳以上,162.6,1.0367
70歳以上,203.1,1.3517
70歳以上,607.8,1.0861
70歳以上,52.6,1.0555
70歳以上,428.0,1.1486
70歳以上,424.1,0.9625
70歳以上,149.0,1.1872
70歳以上,208.2,1.0559
70歳以上,288.8,1.1057
70歳以上,204.5,0.8802
70歳以上,249.5,0.8277
70歳以上,107.4,0.8806
70歳以上,586.0,0.8551
70歳以上,685.0,1.2351
70歳以上,182.8,1.1302
70歳以上,406.2,1.0204
70歳以上,524.5,1.0115
70歳以上,403.7,0.8143
70歳以上,439.0,1.2955
70歳以上,546.2,0.9782
70歳以上,374.7,1.3167
70歳以上,715.5,0.9811
70歳以上,243.0,1.1526
70歳以上,462.8,1.0559
70歳以上,372.8,1.1803
70歳以上,667.4,1.3176
70歳以上,378.6,1.2865
70歳以上,126.4,1.1336
70歳以上,335.9,1.0002
70歳以上,233.8,1.2242
70歳以上,262.0,1.021
70歳以上,296.3,1.0539
70歳以上,306.9,1.3338
70歳以上,259.9,1.1761
70歳以上,912.5,0.9923
70歳以上,99.3,1.3329
70歳以上,207.6,0.9027
70歳以上,1320.1,1.3813
70歳以上,227.8,1.293
70歳以上,358.2,0.8955
70歳以上,435.9,0.9394
70歳以上,239.8,1.0193
70歳以上,364.4,1.0299
70歳以上,793.3,1.2927
70歳以上,630.2,0.8848
70歳以上,301.6,1.2133
70歳以上,278.7,1.0964
70歳以上,401.7,1.0281
70歳以上,581.4,1.2582
70歳以上,451.8,0.9983
70歳以上,594.0,1.0274
70歳以上,179.5,0.9488
70歳以上,212.3,1.0759
70歳以上,599.5,0.8717
70歳以上,620.2,0.9743
70歳以上,158.0,0.8085
70歳以上,189.1,1.3215
70歳以上,262.4,1.0936
70歳以上,277.8,1.0997
70歳以上,224.7,0.9651
70歳以上,327.8,0.93
70歳以上,377.6,0.8247
70歳以上,221.6,0.9553
70歳以上,1121.6,1.0121
70歳以上,333.0,1.2091
70歳以上,156.6,0.9783
70歳以上,561.6,1.2196
70歳以上,1060.5,1.2965
70歳以上,624.3,1.1413
70歳以上,130.2,1.0568
70歳以上,291.1,0.9693
70歳以上,456.2,1.2582
70歳以上,316.5,1.0852
70歳以上,205.4,0.8917
70歳以上,763.5,1.0816
70歳以上,224.5,1.4797
70歳以上,602.4,1.3014
70歳以上,386.4,0.8758
70歳以上,209.2,1.1055
70歳以上,247.3,1.1397
70歳以上,426.7,1.1562
70歳以上,161.8,0.9898
70歳以上,455.1,1.2175
70歳以上,263.5,1.3122
70歳以上,775.1,0.7597
70歳以上,602.8,1.2167
70歳以上,532.8,0.8761
70歳以上,1150.3,1.2871
70歳以上,132.2,1.08
70歳以上,444.0,1.0142
70歳以上,280.2,0.9947
70歳以上,363.3,1.1612
70歳以上,597.7,1.0302
70歳以上,632.3,1.0145
70歳以上,325.3,1.1969
70歳以上,2161.8,1.1158
70歳以上,130.6,1.1663
70歳以上,165.3,1.2157
70歳以上,328.8,1.4226
70歳以上,495.4,1.2057
70歳以上,195.5,1.2225
70歳以上,175.1,1.227
70歳以上,767.2,1.2214
70歳以上,209.8,0.7753
70歳以上,1491.7,0.9563
70歳以上,971.8,0.817
70歳以上,635.6,1.084
70歳以上,198.3,1.372
70歳以上,587.8,1.1756
70歳以上,668.5,0.9321
70歳以上,244.2,1.1488
70歳以上,162.9,1.155
70歳以上,291.1,1.0628
70歳以上,208.5,1.2698
70歳以上,207.3,1.2168
70歳以上,217.0,0.9539
70歳以上,195.0,1.2608
70歳以上,351.6,1.1138
70歳以上,356.4,1.1807
70歳以上,279.2,0.9348
70歳以上,193.4,1.0033
70歳以上,1623.7,1.1523
70歳以上,444.2,0.95
70歳以上,444.7,1.0113
70歳以上,249.0,1.3319
70歳以上,311.0,1.3943
70歳以上,295.8,0.8004
70歳以上,175.6,0.9789
70歳以上,567.0,1.1187
70歳以上,780.0,1.0844
70歳以上,747.9,0.8752
70歳以上,1265.6,1.2686
70歳以上,332.1,1.0827
70歳以上,293.9,1.2497
70歳以上,358.8,0.59
70歳以上,298.7,0.8544
70歳以上,203.4,0.8337
70歳以上,311.5,1.1199
70歳以上,144.6,1.1718
70歳以上,269.6,1.069
70歳以上,973.7,0.9927
70歳以上,481.1,1.4089
70歳以上,738.2,1.1069
70歳以上,325.1,1.2023
70歳以上,352.7,1.1662
70歳以上,439.3,1.0064
70歳以上,185.2,0.8264
70歳以上,285.9,1.1916
70歳以上,755.4,1.0389
70歳以上,490.0,1.0838
70歳以上,717.4,1.0795
70歳以上,1029.3,0.779
70歳以上,352.3,1.2414
70歳以上,692.7,1.3772
70歳以上,543.8,1.0952
70歳以上,743.6,1.0286
70歳以上,351.7,0.782
70歳以上,729.3,0.9008
70歳以上,424.8,1.0584
70歳以上,368.7,1.0324
70歳以上,779.1,1.0255
70歳以上,926.7,1.4931
70歳以上,373.9,0.9252
70歳以上,200.1,1.4052
70歳以上,367.2,1.1181
70歳以上,200.2,0.838
70歳以上,278.3,1.0199
70歳以上,353.2,1.141
70歳以上,379.8,1.269
70歳以上,224.6,1.0169
70歳以上,293.5,1.4052
70歳以上,392.8,1.0433
70歳以上,388.7,1.0139
70歳以上,209.7,1.1796
70歳以上,448.0,1.2872
70歳以上,282.7,1.2322
70歳以上,294.7,1.1482
70歳以上,240.1,1.0843
70歳以上,869.1,1.148
70歳以上,209.7,1.1366
70歳以上,476.2,0.8959
70歳以上,527.7,0.9487
70歳以上,721.7,1.2594
70歳以上,357.1,1.2228
70歳以上,1378.0,0.8306
70歳以上,139.0,1.1137
70歳以上,325.4,1.0931
70歳以上,1491.9,0.9129
70歳以上,503.2,1.0402
70歳以上,267.8,1.1895
70歳以上,138.4,1.1451
70歳以上,372.5,1.3332
70歳以上,339.9,0.9039
70歳以上,1235.2,1.2487
70歳以上,366.5,1.1651
70歳以上,1242.8,0.9732
70歳以上,766.6,1.0345
